CustomerID,PurchaseCount,TotalSpent,AvgUnitPrice,UniqueItems,LastPurchaseDate
12346.0,1,77183.6,1.04,1,2011-01-18 10:01:00
12347.0,7,4310.0,2.644010989010989,103,2011-12-07 15:52:00
12348.0,4,1797.24,5.764838709677419,22,2011-09-25 13:13:00
12349.0,1,1757.55,8.289041095890411,73,2011-11-21 09:51:00
12350.0,1,334.4,3.841176470588235,17,2011-02-02 16:01:00
12352.0,8,2506.04,15.93070588235294,59,2011-11-03 14:37:00
12353.0,1,89.0,6.074999999999999,4,2011-05-19 17:47:00
12354.0,1,1079.4,4.5037931034482765,58,2011-04-21 13:11:00
12355.0,1,459.4,4.203846153846154,13,2011-05-09 13:49:00
12356.0,3,2811.43,3.201186440677966,53,2011-11-17 08:40:00
12357.0,1,6207.67,3.3486259541984733,131,2011-11-06 16:07:00
12358.0,2,1168.06,8.27421052631579,13,2011-12-08 10:26:00
12359.0,4,6372.58,8.620403225806452,214,2011-10-13 12:47:00
12360.0,3,2662.06,3.5496899224806198,105,2011-10-18 15:22:00
12361.0,1,189.9,3.335,10,2011-02-25 13:51:00
12362.0,10,5226.23,3.94093984962406,201,2011-12-06 15:40:00
12363.0,2,552.0,2.3117391304347827,23,2011-08-22 10:18:00
12364.0,4,1313.1,1.910235294117647,70,2011-12-02 10:22:00
12365.0,2,641.38,17.150454545454547,22,2011-02-21 14:04:00
12367.0,1,168.9,3.2,11,2011-12-05 16:48:00
12370.0,4,3545.69,2.800299401197605,143,2011-10-19 14:51:00
12371.0,2,1887.96,3.8742857142857146,63,2011-10-26 10:16:00
12372.0,3,1298.04,3.001346153846154,34,2011-09-29 12:12:00
12373.0,1,364.6,4.582142857142857,14,2011-02-01 13:10:00
12374.0,1,742.9300000000001,4.21969696969697,33,2011-11-14 15:37:00
12375.0,2,457.5,6.912941176470589,14,2011-11-29 10:36:00
12377.0,2,1628.12,2.718831168831169,72,2011-01-28 15:45:00
12378.0,1,4008.62,2.9974429223744297,219,2011-08-02 10:34:00
12379.0,2,852.24,2.86625,39,2011-09-19 10:09:00
12380.0,4,2724.81,3.378653846153846,77,2011-11-18 11:27:00
12381.0,5,1845.31,4.683218390804598,70,2011-12-05 12:44:00
12383.0,5,1850.56,3.086969696969697,84,2011-06-08 08:02:00
12384.0,2,585.27,7.87925925925926,26,2011-11-11 08:39:00
12386.0,2,401.9,2.391,10,2011-01-06 12:37:00
12388.0,6,2780.66,2.7777,57,2011-11-24 12:30:00
12390.0,1,549.84,3.996875,32,2011-09-21 09:33:00
12391.0,1,460.89,2.4599,92,2011-11-18 12:07:00
12393.0,4,1582.6000000000001,2.2796875,47,2011-09-28 15:41:00
12394.0,2,1272.48,3.3707407407407404,26,2011-10-07 08:08:00
12395.0,12,3018.63,3.9688461538461537,91,2011-11-20 15:21:00
12397.0,2,2409.9,3.4682539682539684,110,2011-11-04 09:52:00
12398.0,1,1635.6599999999999,1.992705882352941,85,2011-10-25 10:27:00
12399.0,4,1108.65,2.1145762711864404,47,2011-08-12 13:15:00
12401.0,1,84.3,9.68,5,2011-02-09 13:50:00
12402.0,1,225.6,3.290909090909091,11,2011-01-20 13:49:00
12403.0,1,427.7,7.080000000000001,5,2011-10-21 10:51:00
12405.0,1,1710.39,3.5442592592592597,54,2011-07-14 08:52:00
12406.0,2,3415.3,2.487047619047619,92,2011-11-17 19:22:00
12407.0,5,1708.1200000000001,3.2674025974025973,57,2011-10-21 10:11:00
12408.0,5,2888.55,3.0228571428571427,81,2011-11-07 12:27:00
12409.0,3,11072.67,3.574495412844037,91,2011-09-22 10:38:00
12410.0,2,693.3299999999999,6.335384615384616,26,2011-02-04 10:39:00
12412.0,3,1226.88,2.7137704918032783,43,2011-09-26 10:16:00
12413.0,3,758.1,4.798421052631579,29,2011-10-04 09:00:00
12414.0,3,562.41,8.57,16,2011-05-06 14:51:00
12415.0,21,124914.53,2.9370868347338934,444,2011-11-15 14:22:00
12417.0,9,3649.1,5.337916666666666,158,2011-12-06 14:52:00
12418.0,1,668.58,3.5644117647058824,34,2011-08-19 11:08:00
12420.0,1,600.39,4.707241379310345,29,2011-10-07 08:55:00
12421.0,4,807.04,4.520222222222222,32,2011-11-24 09:07:00
12422.0,3,803.5600000000001,3.26025641025641,39,2011-09-05 09:48:00
12423.0,8,1859.31,2.9135999999999997,97,2011-12-09 10:10:00
12424.0,2,1760.96,2.780666666666667,30,2011-06-30 12:06:00
12425.0,1,777.2,2.5644444444444443,36,2011-09-22 17:31:00
12426.0,1,582.73,3.9363333333333332,30,2011-05-29 12:26:00
12427.0,3,825.8,4.589032258064516,26,2011-11-18 08:56:00
12428.0,9,7956.46,4.627414965986395,258,2011-11-14 08:22:00
12429.0,4,3750.4,3.6307216494845362,82,2011-11-30 17:22:00
12430.0,1,256.4,6.225454545454546,11,2011-10-27 15:09:00
12431.0,15,6487.45,3.785063829787234,163,2011-11-04 11:55:00
12432.0,5,5059.32,10.550833333333333,107,2011-10-28 11:43:00
12433.0,7,13375.87,2.1927380952380955,219,2011-12-09 10:02:00
12434.0,2,806.14,3.6726,46,2011-09-16 12:38:00
12435.0,2,7829.89,5.479166666666667,31,2011-09-21 09:06:00
12436.0,1,509.01,5.2675,16,2011-09-01 12:09:00
12437.0,18,4951.41,4.0125628140703515,118,2011-12-08 11:35:00
12438.0,2,2906.85,3.894897959183673,84,2011-11-25 13:28:00
12441.0,1,173.55,3.700909090909091,11,2010-12-08 10:45:00
12442.0,1,172.06,3.34,12,2011-12-06 14:22:00
12444.0,5,5005.46,6.3586931818181816,138,2011-11-18 13:23:00
12445.0,1,133.4,7.9875,4,2011-11-17 18:43:00
12446.0,1,1002.3100000000001,4.352631578947368,57,2011-10-13 12:50:00
12447.0,1,476.49,3.5742307692307693,26,2011-04-10 13:25:00
12448.0,1,449.45,5.951818181818182,22,2011-10-26 13:46:00
12449.0,4,4067.29,3.694712041884817,118,2011-11-17 13:46:00
12450.0,2,197.88,1.6175,7,2011-07-06 14:41:00
12451.0,5,9035.52,2.450084745762712,265,2011-11-29 08:40:00
12452.0,2,430.57,4.485,21,2011-11-23 10:28:00
12453.0,1,707.09,2.393255813953488,43,2011-07-28 14:08:00
12454.0,1,3528.34,7.282,15,2011-10-14 17:13:00
12455.0,6,2466.86,3.173333333333334,85,2011-09-27 15:31:00
12456.0,3,3181.04,3.62456,105,2011-10-26 14:41:00
12457.0,7,2363.23,5.357096774193548,53,2011-10-04 13:13:00
12458.0,2,947.4,4.326315789473685,35,2011-09-29 15:25:00
12461.0,2,826.88,4.258857142857143,35,2011-09-06 16:57:00
12462.0,2,1189.59,4.689516129032258,51,2011-11-21 09:11:00
12463.0,4,1344.78,3.0434939759036146,65,2011-10-17 13:44:00
12464.0,8,1212.05,11.832758620689654,6,2011-11-29 13:33:00
12465.0,2,742.1899999999999,2.76,46,2011-11-22 16:34:00
12468.0,2,729.5400000000001,3.5149999999999997,36,2011-06-05 11:36:00
12471.0,30,19824.05,4.300369565217392,150,2011-12-07 15:43:00
12472.0,7,6572.11,2.397669616519174,219,2011-11-07 14:01:00
12473.0,5,3938.5499999999997,8.323928571428572,140,2011-11-10 13:46:00
12474.0,18,7375.79,2.8656603773584903,253,2011-11-22 14:39:00
12475.0,1,723.38,2.941111111111111,36,2011-10-17 10:10:00
12476.0,11,6816.42,4.831030042918456,177,2011-11-24 12:40:00
12477.0,6,13219.74,4.3832,191,2011-11-17 09:51:00
12478.0,1,680.99,4.537777777777778,36,2011-12-06 09:56:00
12479.0,1,527.2,2.6687096774193546,31,2011-11-28 13:26:00
12480.0,4,3281.63,3.1344155844155845,129,2011-11-11 14:52:00
12481.0,10,5596.32,3.4149769585253456,150,2011-11-17 08:29:00
12483.0,8,2484.98,5.198133333333334,46,2011-11-22 17:02:00
12484.0,6,4541.72,3.126098265895954,256,2011-11-07 11:37:00
12488.0,3,1298.66,3.7347272727272727,46,2011-11-30 08:50:00
12489.0,1,334.93,5.908,15,2011-01-07 13:13:00
12490.0,10,5417.93,2.692857142857143,131,2011-12-04 16:07:00
12491.0,1,460.40000000000003,3.376923076923077,25,2011-11-01 12:18:00
12492.0,2,263.21000000000004,3.3475,19,2011-10-07 15:15:00
12493.0,2,433.74,4.309090909090909,20,2011-06-27 10:17:00
12494.0,7,1246.1000000000001,3.862207792207792,63,2011-11-24 09:34:00
12497.0,1,1043.1,2.06,14,2011-09-19 12:29:00
12498.0,3,403.70000000000005,4.197826086956522,21,2011-11-18 12:53:00
12500.0,11,4257.82,5.63688524590164,34,2011-11-16 16:20:00
12501.0,1,2169.39,2.4126845637583894,149,2011-01-07 12:28:00
12502.0,5,3723.87,6.425238095238095,102,2011-09-05 11:52:00
12504.0,2,482.04999999999995,9.011111111111111,6,2011-11-21 16:02:00
12506.0,1,73.5,3.1956521739130435,23,2011-04-21 08:54:00
12507.0,3,1304.81,4.862857142857143,19,2011-07-28 17:09:00
12508.0,2,398.27,1.7204347826086959,57,2011-11-13 15:37:00
12509.0,1,176.5,5.564285714285715,7,2011-02-28 14:45:00
12510.0,2,982.5699999999999,4.263333333333334,29,2011-07-20 10:15:00
12512.0,2,138.03,2.5794117647058825,31,2011-10-04 14:55:00
12513.0,1,612.29,2.180571428571428,35,2011-08-19 10:51:00
12514.0,1,1017.68,3.296862745098039,51,2011-03-17 16:38:00
12515.0,1,383.7,6.78125,16,2010-12-21 15:43:00
12516.0,2,1312.06,2.725769230769231,20,2011-09-23 09:13:00
12517.0,5,2502.84,2.3527464788732395,232,2011-11-11 14:04:00
12518.0,5,2056.89,2.837177419354839,84,2011-12-09 10:13:00
12519.0,1,340.84,2.9911111111111115,17,2011-10-07 09:26:00
12520.0,5,2634.26,3.288421052631579,121,2011-09-21 15:23:00
12521.0,1,599.68,2.995789473684211,38,2011-07-20 10:51:00
12522.0,2,192.72,5.0008333333333335,11,2011-10-31 15:30:00
12523.0,11,1789.77,4.935471698113207,84,2011-11-20 12:55:00
12524.0,8,4485.72,2.9170833333333333,113,2011-11-30 15:31:00
12526.0,3,1316.66,3.3538028169014087,64,2011-12-09 12:09:00
12527.0,3,348.71000000000004,2.9294444444444445,18,2011-09-19 11:55:00
12528.0,6,1933.48,5.487934782608695,50,2011-11-30 14:40:00
12530.0,4,1662.28,3.8854545454545453,51,2011-10-11 12:34:00
12531.0,1,125.22,3.8094117647058825,17,2011-11-25 11:12:00
12532.0,1,349.83000000000004,3.698125,16,2011-11-09 13:47:00
12534.0,1,1089.18,3.035396825396825,63,2011-08-01 10:26:00
12535.0,2,716.35,4.451470588235294,28,2011-09-09 08:48:00
12536.0,3,12601.830000000002,34.75452107279693,260,2011-10-27 14:20:00
12538.0,1,363.95,3.6433333333333335,21,2011-11-10 17:16:00
12539.0,4,5568.35,4.176520146520147,157,2011-11-17 13:30:00
12540.0,17,13400.24,3.847050209205021,277,2011-11-20 11:31:00
